3.012391e-11,-2.360589e-11,-3.033546e-12,-1.468381e-12,-8.241938e-13,-4.842981e-13,-2.902305e-13,-1.776564e-13,-1.150479e-13,-1.246688e-13
-2.360589e-11,4.882892e-11,-2.131418e-11,-1.931864e-12,-8.541966e-13,-4.652125e-13,-2.715640e-13,-1.646887e-13,-1.062942e-13,-1.150366e-13
-3.033546e-12,-2.131418e-11,4.916220e-11,-2.113876e-11,-1.839913e-12,-8.006708e-13,-4.352052e-13,-2.574928e-13,-1.647380e-13,-1.776938e-13
-1.468381e-12,-1.931864e-12,-2.113876e-11,4.922067e-11,-2.108088e-11,-1.814892e-12,-7.892876e-13,-4.349710e-13,-2.714944e-13,-2.901352e-13
-8.241938e-13,-8.541966e-13,-1.839913e-12,-2.108088e-11,4.924126e-11,-2.107971e-11,-1.813396e-12,-8.000002e-13,-4.649593e-13,-4.840151e-13
-4.842981e-13,-4.652125e-13,-8.006708e-13,-1.814892e-12,-2.107971e-11,4.924973e-11,-2.108604e-11,-1.839695e-12,-8.546352e-13,-8.245747e-13
-2.902305e-13,-2.715640e-13,-4.352052e-13,-7.892876e-13,-1.813396e-12,-2.108604e-11,4.921519e-11,-2.112611e-11,-1.933806e-12,-1.469547e-12
-1.776564e-13,-1.646887e-13,-2.574928e-13,-4.349710e-13,-8.000002e-13,-1.839695e-12,-2.112611e-11,4.913197e-11,-2.129848e-11,-3.032873e-12
-1.150479e-13,-1.062942e-13,-1.647380e-13,-2.714944e-13,-4.649593e-13,-8.546352e-13,-1.933806e-12,-2.129848e-11,4.881366e-11,-2.360420e-11
-1.246688e-13,-1.150366e-13,-1.776938e-13,-2.901352e-13,-4.840151e-13,-8.245747e-13,-1.469547e-12,-3.032873e-12,-2.360420e-11,3.012274e-11
